h3,m01,m02,m03,m04,m05,m06,m07,m08,m09,m10,m11,m12,confidence
873971a1bffffff,0.00367,0.00614,0.0192,0.122,0.257,0.296,1.08,1.21,1.53,0.933,0.335,0.0153,medium
873971a1cffffff,0.00695,0.0116,0.0363,0.227,0.474,0.553,1.89,2.13,2.58,1.64,0.612,0.0289,medium
873971a1dffffff,0.00341,0.0057,0.0178,0.112,0.237,0.277,0.995,1.13,1.38,0.85,0.309,0.0142,medium
873971a1effffff,0.00313,0.00522,0.0163,0.104,0.219,0.251,0.912,1.03,1.32,0.798,0.286,0.013,medium
873971a20ffffff,0.00345,0.00577,0.0181,0.113,0.238,0.28,0.984,1.13,1.37,0.847,0.312,0.0144,low
873971a21ffffff,0.00365,0.00609,0.0191,0.119,0.251,0.295,1.03,1.19,1.43,0.89,0.328,0.0152,low
873971a22ffffff,0.00427,0.00713,0.0223,0.14,0.294,0.344,1.22,1.38,1.7,1.05,0.385,0.0178,low
873971a23ffffff,0.00374,0.00626,0.0196,0.123,0.259,0.303,1.08,1.22,1.5,0.927,0.339,0.0156,low
873971a24ffffff,0.00668,0.0111,0.0349,0.216,0.451,0.532,1.78,2.05,2.41,1.54,0.584,0.0278,medium
873971a25ffffff,0.00344,0.00575,0.018,0.112,0.236,0.279,0.972,1.13,1.34,0.837,0.31,0.0144,medium
873971a26ffffff,0.00396,0.00662,0.0207,0.13,0.273,0.321,1.13,1.29,1.57,0.971,0.357,0.0165,medium
873971a28ffffff,0.00374,0.00625,0.0196,0.123,0.259,0.304,1.09,1.24,1.51,0.929,0.339,0.0156,low
873971a29ffffff,0.00451,0.00753,0.0236,0.148,0.312,0.366,1.3,1.48,1.81,1.11,0.407,0.0188,medium
873971a2affffff,0.00378,0.00631,0.0198,0.124,0.262,0.307,1.1,1.25,1.52,0.937,0.342,0.0158,low
873971a2bffffff,0.00424,0.00709,0.0222,0.14,0.294,0.345,1.23,1.4,1.71,1.05,0.384,0.0177,medium
873971a2cffffff,0.00354,0.0059,0.0185,0.115,0.243,0.287,1.01,1.16,1.39,0.863,0.318,0.0147,low
873971a2dffffff,0.00391,0.00654,0.0205,0.128,0.269,0.317,1.11,1.29,1.53,0.952,0.352,0.0163,medium
873971a2effffff,0.00392,0.00655,0.0205,0.129,0.272,0.318,1.14,1.29,1.58,0.973,0.355,0.0164,low
873971a30ffffff,0.00429,0.00717,0.0225,0.141,0.296,0.347,1.23,1.4,1.72,1.06,0.388,0.0179,low
873971a31ffffff,0.00423,0.00706,0.0221,0.139,0.292,0.341,1.21,1.37,1.69,1.04,0.382,0.0176,low
873971a32ffffff,0.00467,0.0078,0.0244,0.153,0.322,0.377,1.33,1.52,1.86,1.15,0.422,0.0195,medium
873971a33ffffff,0.00468,0.00782,0.0245,0.154,0.323,0.378,1.34,1.52,1.87,1.16,0.423,0.0195,medium
873971a34ffffff,0.00506,0.00845,0.0265,0.166,0.348,0.409,1.44,1.64,2.01,1.25,0.457,0.0211,low
873971a35ffffff,0.00549,0.00917,0.0287,0.18,0.378,0.443,1.57,1.77,2.18,1.35,0.495,0.0229,medium
873971a36ffffff,0.00443,0.00739,0.0232,0.145,0.305,0.358,1.25,1.44,1.77,1.09,0.4,0.0185,low
873971a40ffffff,0.00516,0.00862,0.027,0.17,0.36,0.424,1.52,1.71,2.11,1.28,0.466,0.0215,low
873971a41ffffff,0.00647,0.0108,0.0338,0.213,0.454,0.537,1.91,2.17,2.64,1.61,0.583,0.027,low
873971a42ffffff,0.00428,0.00715,0.0224,0.141,0.299,0.352,1.26,1.43,1.76,1.07,0.387,0.0179,medium
873971a43ffffff,0.00502,0.00838,0.0262,0.166,0.351,0.414,1.48,1.67,2.05,1.25,0.453,0.0209,medium
873971a44ffffff,0.00484,0.00808,0.0253,0.159,0.337,0.396,1.41,1.59,1.95,1.2,0.435,0.0202,medium
873971a45ffffff,0.00528,0.00882,0.0276,0.174,0.369,0.434,1.55,1.76,2.16,1.31,0.476,0.022,medium
873971a46ffffff,0.00455,0.0076,0.0238,0.15,0.317,0.374,1.34,1.51,1.86,1.13,0.411,0.019,medium
873971a48ffffff,0.0118,0.0198,0.0619,0.389,0.825,0.974,3.37,3.81,4.59,2.85,1.05,0.0493,medium
873971a49ffffff,0.00439,0.00734,0.023,0.145,0.31,0.366,1.31,1.49,1.81,1.1,0.397,0.0183,medium
873971a4affffff,0.00498,0.00832,0.026,0.164,0.351,0.415,1.48,1.68,2.05,1.25,0.45,0.0208,medium
873971a4bffffff,0.00455,0.0076,0.0238,0.15,0.32,0.379,1.35,1.54,1.88,1.14,0.411,0.019,medium
873971a4cffffff,0.0269,0.0448,0.139,0.829,1.68,1.95,5.57,6.16,7.13,4.9,2.01,0.111,high
873971a4dffffff,0.00827,0.0138,0.0432,0.272,0.578,0.682,2.38,2.69,3.26,2.01,0.736,0.0344,medium
873971a4effffff,0.00545,0.00911,0.0285,0.18,0.383,0.453,1.61,1.83,2.23,1.36,0.491,0.0227,medium
873971a50ffffff,0.00375,0.00626,0.0196,0.124,0.262,0.308,1.11,1.25,1.54,0.936,0.339,0.0156,medium
873971a51ffffff,0.0039,0.00651,0.0204,0.129,0.272,0.321,1.15,1.3,1.6,0.974,0.353,0.0162,medium
873971a52ffffff,0.00391,0.00653,0.0204,0.129,0.273,0.321,1.15,1.3,1.61,0.981,0.354,0.0163,medium
873971a53ffffff,0.00334,0.00558,0.0175,0.11,0.234,0.275,0.99,1.12,1.38,0.84,0.303,0.0139,medium
873971a54ffffff,0.00712,0.0119,0.0372,0.233,0.49,0.576,1.99,2.23,2.71,1.69,0.628,0.0297,high
873971a55ffffff,0.00474,0.00792,0.0248,0.156,0.33,0.389,1.39,1.56,1.92,1.18,0.427,0.0198,medium
873971a56ffffff,0.00452,0.00755,0.0236,0.149,0.314,0.37,1.32,1.49,1.83,1.12,0.407,0.0188,high
873971a58ffffff,0.00397,0.00664,0.0208,0.131,0.279,0.329,1.18,1.33,1.63,0.995,0.359,0.0166,medium
873971a59ffffff,0.00412,0.00689,0.0216,0.136,0.291,0.344,1.23,1.4,1.71,1.03,0.373,0.0172,medium
873971a5affffff,0.00389,0.0065,0.0203,0.129,0.273,0.319,1.15,1.29,1.6,0.983,0.354,0.0162,medium
873971a5bffffff,0.00438,0.00731,0.0229,0.145,0.307,0.364,1.3,1.45,1.77,1.1,0.396,0.0182,medium
873971a5cffffff,0.00528,0.00883,0.0276,0.174,0.368,0.433,1.54,1.73,2.13,1.3,0.475,0.022,medium
873971a5dffffff,0.00498,0.00831,0.026,0.164,0.35,0.414,1.47,1.67,2.03,1.24,0.448,0.0207,medium
873971a5effffff,0.00382,0.00637,0.0199,0.126,0.266,0.313,1.13,1.27,1.57,0.955,0.345,0.0159,medium
873971a60ffffff,0.00491,0.0082,0.0257,0.16,0.339,0.4,1.4,1.62,1.92,1.2,0.441,0.0205,medium
873971a61ffffff,0.00461,0.0077,0.0241,0.151,0.318,0.376,1.32,1.53,1.81,1.12,0.414,0.0192,medium
873971a62ffffff,0.00375,0.00626,0.0196,0.123,0.26,0.307,1.09,1.25,1.51,0.927,0.338,0.0156,high
873971a63ffffff,0.00438,0.00732,0.0229,0.144,0.304,0.359,1.27,1.46,1.75,1.08,0.395,0.0183,medium
873971a64ffffff,0.00409,0.00682,0.0214,0.133,0.282,0.333,1.17,1.36,1.61,0.998,0.368,0.017,low
873971a65ffffff,0.0045,0.00752,0.0235,0.147,0.311,0.367,1.29,1.49,1.77,1.1,0.405,0.0188,medium
873971a66ffffff,0.00516,0.00861,0.027,0.168,0.356,0.42,1.47,1.71,2.02,1.26,0.463,0.0215,medium
873971a68ffffff,0.00569,0.0095,0.0297,0.187,0.397,0.47,1.65,1.91,2.26,1.4,0.511,0.0237,medium
873971a69ffffff,0.00568,0.00949,0.0297,0.186,0.396,0.469,1.65,1.91,2.26,1.4,0.511,0.0237,low
873971a6affffff,0.00702,0.0117,0.0367,0.232,0.494,0.584,2.07,2.35,2.86,1.74,0.632,0.0293,medium
873971a6bffffff,0.00759,0.0127,0.0397,0.25,0.533,0.629,2.22,2.52,3.06,1.87,0.681,0.0316,low
873971a6cffffff,0.00462,0.00771,0.0241,0.151,0.322,0.381,1.34,1.55,1.83,1.14,0.416,0.0192,medium
873971a6dffffff,0.00542,0.00904,0.0283,0.177,0.378,0.447,1.57,1.82,2.15,1.33,0.487,0.0226,medium
873971a6effffff,0.00456,0.00762,0.0238,0.15,0.318,0.376,1.33,1.53,1.83,1.13,0.411,0.019,medium
873971a70ffffff,0.00466,0.00779,0.0244,0.154,0.325,0.382,1.36,1.54,1.89,1.16,0.42,0.0194,medium
873971a71ffffff,0.00456,0.00761,0.0238,0.15,0.317,0.374,1.34,1.51,1.85,1.13,0.411,0.019,high
873971a72ffffff,0.0045,0.00751,0.0235,0.148,0.312,0.366,1.31,1.48,1.81,1.11,0.406,0.0187,medium
873971a73ffffff,0.0051,0.00851,0.0267,0.168,0.355,0.418,1.49,1.68,2.06,1.26,0.459,0.0212,medium
873971a74ffffff,0.00489,0.00816,0.0256,0.16,0.338,0.397,1.41,1.61,1.95,1.2,0.441,0.0204,medium
873971a75ffffff,0.00457,0.00763,0.0239,0.15,0.317,0.374,1.33,1.52,1.84,1.13,0.412,0.019,medium
873971a76ffffff,0.004,0.00669,0.0209,0.132,0.277,0.325,1.16,1.32,1.61,0.992,0.362,0.0167,medium
873971a80ffffff,0.00466,0.00779,0.0244,0.154,0.326,0.372,1.34,1.51,1.93,1.18,0.425,0.0194,medium
873971a81ffffff,0.00721,0.012,0.0376,0.237,0.496,0.566,1.95,2.18,2.75,1.73,0.638,0.03,medium
873971a82ffffff,0.00545,0.0091,0.0284,0.179,0.378,0.432,1.54,1.73,2.21,1.37,0.497,0.0227,medium
873971a83ffffff,0.00468,0.00781,0.0244,0.154,0.325,0.371,1.32,1.48,1.9,1.17,0.425,0.0195,medium
873971a84ffffff,0.00712,0.0119,0.0372,0.235,0.493,0.565,1.98,2.23,2.83,1.76,0.643,0.0297,medium
873971a85ffffff,0.00537,0.00896,0.028,0.177,0.374,0.428,1.53,1.72,2.19,1.34,0.486,0.0223,medium
873971a86ffffff,0.00683,0.0114,0.0357,0.225,0.472,0.538,1.88,2.11,2.69,1.68,0.618,0.0284,medium
873971a88ffffff,0.00364,0.00608,0.019,0.12,0.253,0.29,1.04,1.17,1.5,0.92,0.332,0.0152,medium
873971a89ffffff,0.00358,0.00598,0.0187,0.118,0.249,0.287,1.03,1.16,1.46,0.901,0.326,0.0149,medium
873971a8affffff,0.00374,0.00625,0.0195,0.123,0.26,0.298,1.07,1.2,1.54,0.946,0.342,0.0156,medium
873971a8bffffff,0.00332,0.00554,0.0173,0.109,0.231,0.266,0.958,1.08,1.36,0.837,0.303,0.0138,medium
873971a8cffffff,0.00833,0.0139,0.0434,0.272,0.567,0.645,2.16,2.41,3,1.92,0.722,0.0346,medium
873971a8dffffff,0.0048,0.00801,0.0251,0.159,0.335,0.384,1.38,1.55,1.97,1.21,0.436,0.02,low
873971a8effffff,0.00443,0.0074,0.0231,0.146,0.308,0.353,1.26,1.42,1.81,1.12,0.404,0.0185,medium
873971a90ffffff,0.00625,0.0104,0.0326,0.206,0.433,0.493,1.75,1.96,2.53,1.57,0.571,0.026,medium
873971a91ffffff,0.00586,0.00979,0.0306,0.193,0.407,0.463,1.64,1.84,2.37,1.47,0.535,0.0244,medium
873971a92ffffff,0.00655,0.0109,0.0342,0.216,0.454,0.516,1.82,2.05,2.63,1.64,0.597,0.0273,high
873971a93ffffff,0.00549,0.00917,0.0287,0.181,0.381,0.433,1.54,1.73,2.23,1.38,0.503,0.0229,high
873971a94ffffff,0.0106,0.0177,0.0554,0.348,0.73,0.828,2.86,3.2,4.08,2.58,0.953,0.0442,medium
873971a95ffffff,0.00865,0.0144,0.0451,0.284,0.596,0.676,2.36,2.64,3.37,2.12,0.781,0.036,medium
873971a96ffffff,0.00796,0.0133,0.0416,0.262,0.551,0.626,2.21,2.48,3.2,1.99,0.726,0.0332,medium
873971a98ffffff,0.00416,0.00695,0.0217,0.137,0.29,0.331,1.19,1.34,1.71,1.05,0.38,0.0173,medium
873971a99ffffff,0.00401,0.0067,0.021,0.132,0.279,0.32,1.15,1.29,1.65,1.01,0.367,0.0167,medium
873971a9affffff,0.00435,0.00726,0.0227,0.143,0.302,0.346,1.24,1.39,1.79,1.1,0.397,0.0181,medium
873971a9bffffff,0.00395,0.0066,0.0206,0.13,0.275,0.315,1.13,1.27,1.63,0.998,0.361,0.0165,medium
873971a9cffffff,0.00477,0.00796,0.0249,0.157,0.331,0.379,1.35,1.52,1.94,1.2,0.434,0.0199,medium
873971a9dffffff,0.0105,0.0176,0.0548,0.343,0.716,0.817,2.76,3.08,3.86,2.47,0.924,0.0437,medium
873971a9effffff,0.00598,0.00999,0.0312,0.197,0.415,0.474,1.68,1.88,2.4,1.49,0.542,0.0249,medium
873971aa0ffffff,0.0066,0.011,0.0345,0.218,0.458,0.525,1.84,2.08,2.65,1.64,0.598,0.0275,medium
873971aa1ffffff,0.005,0.00836,0.0262,0.166,0.35,0.401,1.45,1.62,2.08,1.27,0.456,0.0209,medium
873971aa2ffffff,0.02,0.0334,0.104,0.634,1.29,1.47,4.43,4.93,6,4.05,1.61,0.0828,high
873971aa3ffffff,0.00558,0.00932,0.0292,0.185,0.39,0.446,1.6,1.8,2.3,1.41,0.508,0.0232,medium
873971aa4ffffff,0.00648,0.0108,0.0338,0.213,0.448,0.515,1.8,2.03,2.58,1.6,0.586,0.027,medium
873971aa5ffffff,0.00517,0.00863,0.027,0.171,0.36,0.413,1.47,1.66,2.12,1.3,0.47,0.0215,medium
873971aa6ffffff,0.0147,0.0246,0.0768,0.479,0.994,1.14,3.72,4.17,5.18,3.36,1.27,0.0612,high
873971aa8ffffff,0.00442,0.00738,0.0231,0.146,0.309,0.354,1.28,1.44,1.85,1.12,0.403,0.0184,medium
873971aa9ffffff,0.00401,0.00671,0.021,0.133,0.281,0.321,1.16,1.3,1.67,1.02,0.366,0.0167,medium
873971aaaffffff,0.00417,0.00696,0.0218,0.138,0.292,0.334,1.21,1.36,1.74,1.06,0.381,0.0174,medium
873971aabffffff,0.00393,0.00657,0.0206,0.13,0.276,0.315,1.14,1.28,1.65,1,0.359,0.0164,medium
873971aacffffff,0.0045,0.00752,0.0235,0.149,0.315,0.36,1.3,1.46,1.87,1.14,0.41,0.0188,medium
873971aadffffff,0.00408,0.00682,0.0213,0.135,0.286,0.327,1.19,1.33,1.71,1.04,0.373,0.017,medium
873971aaeffffff,0.00764,0.0128,0.0399,0.251,0.526,0.6,2.07,2.32,2.92,1.83,0.676,0.0318,medium
873971ab0ffffff,0.00852,0.0142,0.0445,0.28,0.588,0.675,2.34,2.65,3.35,2.09,0.768,0.0355,high
873971ab1ffffff,0.0121,0.0202,0.0633,0.397,0.831,0.953,3.24,3.65,4.59,2.91,1.08,0.0504,high
873971ab2ffffff,0.00818,0.0137,0.0427,0.269,0.566,0.645,2.28,2.56,3.28,2.04,0.745,0.0341,medium
873971ab3ffffff,0.0169,0.0282,0.088,0.546,1.13,1.29,4.16,4.64,5.76,3.78,1.45,0.0702,medium
873971ab4ffffff,0.00641,0.0107,0.0335,0.212,0.445,0.511,1.8,2.04,2.59,1.6,0.584,0.0267,high
873971ab5ffffff,0.0474,0.0792,0.246,1.49,3.01,3.41,9.8,10.8,12.9,9.04,3.71,0.196,high
873971ab6ffffff,0.0115,0.0191,0.0598,0.376,0.786,0.901,3.08,3.47,4.37,2.76,1.02,0.0477,medium
873971ac0ffffff,0.00381,0.00636,0.0199,0.126,0.266,0.311,1.12,1.26,1.56,0.959,0.346,0.0159,medium
873971ac1ffffff,0.00562,0.00938,0.0293,0.185,0.39,0.455,1.6,1.79,2.21,1.38,0.503,0.0234,high
873971ac2ffffff,0.00433,0.00723,0.0226,0.143,0.301,0.35,1.25,1.41,1.76,1.09,0.393,0.018,medium
873971ac3ffffff,0.00359,0.006,0.0188,0.119,0.251,0.293,1.06,1.18,1.48,0.906,0.327,0.015,medium
873971ac4ffffff,0.00668,0.0112,0.0349,0.22,0.46,0.528,1.83,2.05,2.54,1.6,0.59,0.0278,medium
873971ac5ffffff,0.00401,0.0067,0.021,0.133,0.281,0.328,1.19,1.33,1.65,1.01,0.364,0.0167,medium
873971ac6ffffff,0.00344,0.00574,0.018,0.114,0.241,0.277,1.01,1.14,1.43,0.875,0.314,0.0143,medium
873971ac8ffffff,0.00406,0.00677,0.0212,0.134,0.284,0.332,1.2,1.34,1.67,1.02,0.369,0.0169,medium
873971ac9ffffff,0.00461,0.00769,0.0241,0.152,0.323,0.382,1.36,1.52,1.86,1.15,0.417,0.0192,medium
873971acaffffff,0.00419,0.007,0.0219,0.138,0.29,0.34,1.21,1.36,1.7,1.05,0.38,0.0175,medium
873971acbffffff,0.00386,0.00645,0.0202,0.127,0.268,0.315,1.12,1.26,1.56,0.967,0.351,0.0161,medium
873971accffffff,0.0105,0.0176,0.0549,0.344,0.72,0.837,2.83,3.15,3.84,2.46,0.917,0.0437,medium
873971acdffffff,0.00382,0.00638,0.02,0.127,0.268,0.313,1.13,1.27,1.57,0.966,0.347,0.0159,medium
873971aceffffff,0.0039,0.00651,0.0204,0.129,0.273,0.319,1.15,1.29,1.6,0.984,0.354,0.0162,medium
873971ad0ffffff,0.00323,0.0054,0.0169,0.107,0.225,0.26,0.936,1.05,1.32,0.815,0.295,0.0135,medium
873971ad1ffffff,0.00396,0.00662,0.0207,0.131,0.275,0.317,1.13,1.27,1.6,0.99,0.359,0.0165,medium
873971ad2ffffff,0.00373,0.00624,0.0195,0.123,0.259,0.299,1.07,1.2,1.52,0.936,0.339,0.0156,medium
873971ad3ffffff,0.00555,0.00926,0.0289,0.181,0.379,0.437,1.5,1.68,2.08,1.32,0.49,0.0231,medium
873971ad4ffffff,0.00471,0.00786,0.0246,0.155,0.327,0.377,1.34,1.51,1.89,1.17,0.426,0.0196,medium
873971ad5ffffff,0.00349,0.00582,0.0182,0.115,0.243,0.28,1.01,1.14,1.44,0.882,0.318,0.0145,medium
873971ad6ffffff,0.00398,0.00664,0.0208,0.131,0.275,0.318,1.13,1.27,1.6,0.991,0.36,0.0166,medium
873971ad8ffffff,0.00443,0.00739,0.0231,0.146,0.306,0.359,1.27,1.42,1.78,1.1,0.401,0.0184,medium
873971ad9ffffff,0.00362,0.00605,0.0189,0.119,0.251,0.294,1.05,1.18,1.47,0.907,0.329,0.0151,high
873971adaffffff,0.00464,0.00775,0.0242,0.153,0.321,0.376,1.33,1.49,1.86,1.15,0.419,0.0193,medium
873971adbffffff,0.00376,0.00627,0.0196,0.124,0.26,0.305,1.09,1.22,1.53,0.941,0.341,0.0156,high
873971adcffffff,0.00365,0.0061,0.0191,0.12,0.253,0.296,1.06,1.18,1.48,0.914,0.332,0.0152,medium
873971addffffff,0.00406,0.00677,0.0212,0.133,0.281,0.329,1.17,1.31,1.64,1.01,0.367,0.0169,medium
873971adeffffff,0.00527,0.0088,0.0275,0.172,0.36,0.419,1.44,1.6,1.98,1.25,0.465,0.0219,medium
873971ae0ffffff,0.00307,0.00513,0.0161,0.102,0.216,0.248,0.905,1.02,1.28,0.783,0.28,0.0128,medium
873971ae1ffffff,0.0032,0.00534,0.0167,0.106,0.224,0.262,0.949,1.06,1.33,0.811,0.291,0.0133,medium
873971ae2ffffff,0.00383,0.00639,0.02,0.127,0.268,0.308,1.12,1.26,1.58,0.969,0.348,0.0159,medium
873971ae3ffffff,0.00327,0.00547,0.0171,0.109,0.23,0.266,0.968,1.09,1.36,0.833,0.298,0.0136,medium
873971ae4ffffff,0.00329,0.00549,0.0172,0.109,0.23,0.266,0.967,1.09,1.37,0.835,0.3,0.0137,medium
873971ae5ffffff,0.00374,0.00625,0.0195,0.124,0.261,0.302,1.08,1.22,1.52,0.935,0.338,0.0156,medium
873971ae6ffffff,0.00311,0.0052,0.0163,0.103,0.218,0.251,0.918,1.03,1.3,0.794,0.284,0.013,medium
873971ae8ffffff,0.0034,0.00567,0.0178,0.113,0.238,0.278,1.01,1.13,1.41,0.861,0.309,0.0142,medium
873971ae9ffffff,0.00378,0.00632,0.0198,0.125,0.265,0.31,1.12,1.26,1.56,0.958,0.344,0.0158,medium
873971aeaffffff,0.0153,0.0255,0.0795,0.49,1.01,1.16,3.61,3.98,4.73,3.19,1.25,0.0633,high
873971aebffffff,0.00358,0.00597,0.0187,0.119,0.251,0.293,1.06,1.19,1.48,0.906,0.325,0.0149,medium
873971aecffffff,0.0037,0.00619,0.0194,0.123,0.259,0.303,1.09,1.22,1.52,0.933,0.336,0.0154,medium
873971aedffffff,0.00342,0.00571,0.0179,0.113,0.239,0.28,1.01,1.14,1.41,0.865,0.311,0.0142,medium
873971aeeffffff,0.00347,0.0058,0.0182,0.115,0.244,0.285,1.03,1.16,1.44,0.88,0.316,0.0145,medium
873971af0ffffff,0.00327,0.00547,0.0171,0.109,0.23,0.264,0.964,1.09,1.37,0.835,0.299,0.0136,medium
873971af1ffffff,0.00539,0.00901,0.0282,0.177,0.373,0.427,1.49,1.67,2.08,1.3,0.479,0.0224,medium
873971af2ffffff,0.00375,0.00626,0.0196,0.124,0.262,0.302,1.1,1.23,1.55,0.949,0.341,0.0156,medium
873971af3ffffff,0.00321,0.00536,0.0168,0.106,0.225,0.259,0.945,1.06,1.34,0.818,0.293,0.0134,medium
873971af4ffffff,0.00582,0.00972,0.0304,0.191,0.402,0.461,1.61,1.8,2.23,1.4,0.516,0.0242,medium
873971af5ffffff,0.00335,0.0056,0.0175,0.111,0.235,0.271,0.988,1.11,1.4,0.855,0.306,0.014,medium
873971af6ffffff,0.00554,0.00925,0.0289,0.182,0.381,0.437,1.51,1.69,2.1,1.33,0.488,0.023,medium
873971b00ffffff,0.00409,0.00684,0.0214,0.133,0.281,0.332,1.14,1.32,1.58,0.991,0.368,0.0171,low
873971b01ffffff,0.0044,0.00735,0.023,0.143,0.302,0.357,1.22,1.42,1.7,1.07,0.396,0.0184,low
873971b02ffffff,0.00434,0.00724,0.0227,0.141,0.297,0.351,1.2,1.4,1.67,1.05,0.389,0.0181,low
873971b03ffffff,0.00542,0.00905,0.0283,0.176,0.37,0.437,1.48,1.72,2.05,1.29,0.483,0.0226,medium
873971b04ffffff,0.00522,0.00872,0.0273,0.17,0.358,0.422,1.44,1.68,2,1.26,0.468,0.0218,low
873971b05ffffff,0.0061,0.0102,0.0319,0.198,0.418,0.493,1.68,1.95,2.32,1.47,0.546,0.0254,low
873971b06ffffff,0.00413,0.0069,0.0216,0.134,0.283,0.335,1.15,1.33,1.59,1,0.371,0.0172,low
873971b08ffffff,0.00493,0.00823,0.0258,0.16,0.337,0.398,1.37,1.59,1.89,1.18,0.441,0.0205,low
873971b09ffffff,0.00496,0.00828,0.0259,0.161,0.34,0.402,1.39,1.61,1.92,1.2,0.445,0.0207,medium
873971b0affffff,0.00375,0.00627,0.0196,0.122,0.257,0.304,1.06,1.23,1.46,0.911,0.337,0.0156,medium
873971b0bffffff,0.00408,0.00681,0.0213,0.133,0.28,0.331,1.15,1.33,1.59,0.988,0.366,0.017,medium
873971b0cffffff,0.00494,0.00825,0.0258,0.161,0.339,0.4,1.39,1.61,1.91,1.19,0.443,0.0206,low
873971b0dffffff,0.00383,0.0064,0.0201,0.125,0.263,0.311,1.08,1.25,1.49,0.93,0.345,0.016,low
873971b0effffff,0.00426,0.00711,0.0223,0.139,0.292,0.345,1.2,1.39,1.65,1.03,0.383,0.0177,low
873971b10ffffff,0.00648,0.0108,0.0339,0.209,0.437,0.513,1.68,1.94,2.28,1.48,0.563,0.027,low
873971b11ffffff,0.00425,0.00709,0.0222,0.138,0.291,0.344,1.18,1.37,1.64,1.03,0.382,0.0177,low
873971b12ffffff,0.00376,0.00629,0.0197,0.123,0.259,0.305,1.05,1.22,1.47,0.916,0.339,0.0157,low
873971b13ffffff,0.0041,0.00685,0.0215,0.133,0.281,0.332,1.14,1.32,1.59,0.994,0.369,0.0171,low
873971b14ffffff,0.00594,0.00992,0.0311,0.193,0.407,0.48,1.62,1.88,2.24,1.42,0.53,0.0248,low
873971b15ffffff,0.00656,0.011,0.0343,0.211,0.443,0.52,1.71,1.97,2.32,1.5,0.572,0.0273,low
873971b16ffffff,0.00431,0.0072,0.0226,0.14,0.296,0.35,1.19,1.39,1.66,1.04,0.388,0.018,low
873971b18ffffff,0.00417,0.00696,0.0218,0.136,0.286,0.338,1.16,1.35,1.61,1.01,0.375,0.0174,low
873971b19ffffff,0.00467,0.0078,0.0244,0.152,0.32,0.378,1.31,1.52,1.81,1.13,0.419,0.0195,medium
873971b1affffff,0.00359,0.00599,0.0188,0.117,0.247,0.29,1.01,1.16,1.42,0.881,0.324,0.0149,low
873971b1bffffff,0.0042,0.00702,0.022,0.138,0.289,0.34,1.2,1.37,1.67,1.03,0.379,0.0175,low
873971b1cffffff,0.00419,0.00699,0.0219,0.136,0.287,0.339,1.16,1.35,1.61,1.01,0.376,0.0175,low
873971b1dffffff,0.00406,0.00677,0.0212,0.132,0.278,0.329,1.13,1.32,1.57,0.982,0.364,0.0169,low
873971b1effffff,0.00479,0.008,0.0251,0.156,0.329,0.388,1.33,1.54,1.84,1.16,0.43,0.02,low
873971b20ffffff,0.00551,0.00919,0.0288,0.179,0.378,0.443,1.51,1.75,2.09,1.32,0.492,0.0229,low
873971b21ffffff,0.00628,0.0105,0.0328,0.204,0.431,0.505,1.72,1.99,2.38,1.51,0.561,0.0262,low
873971b22ffffff,0.00571,0.00954,0.0299,0.185,0.392,0.46,1.57,1.82,2.18,1.37,0.511,0.0238,low
873971b23ffffff,0.00558,0.00932,0.0292,0.181,0.384,0.45,1.53,1.78,2.13,1.34,0.5,0.0233,low
873971b24ffffff,0.00568,0.00949,0.0297,0.184,0.39,0.457,1.55,1.8,2.16,1.36,0.508,0.0237,low
873971b25ffffff,0.00599,0.01,0.0313,0.194,0.411,0.482,1.64,1.9,2.28,1.44,0.536,0.025,low
873971b26ffffff,0.00605,0.0101,0.0316,0.196,0.416,0.487,1.65,1.92,2.3,1.45,0.541,0.0252,low
873971b28ffffff,0.00587,0.00981,0.0307,0.191,0.403,0.473,1.63,1.88,2.25,1.41,0.525,0.0245,low
873971b29ffffff,0.00573,0.00957,0.0299,0.186,0.393,0.462,1.59,1.84,2.2,1.38,0.513,0.0239,low
873971b2affffff,0.00491,0.0082,0.0257,0.16,0.337,0.398,1.37,1.59,1.89,1.19,0.441,0.0205,low
873971b2bffffff,0.00491,0.00821,0.0257,0.16,0.337,0.398,1.38,1.6,1.9,1.19,0.441,0.0205,low
873971b2cffffff,0.00617,0.0103,0.0322,0.2,0.423,0.496,1.69,1.96,2.35,1.48,0.551,0.0257,low
873971b2dffffff,0.00531,0.00887,0.0277,0.172,0.364,0.428,1.47,1.71,2.04,1.28,0.475,0.0221,low
873971b2effffff,0.00498,0.00831,0.026,0.162,0.342,0.401,1.37,1.59,1.9,1.2,0.446,0.0208,low
873971b30ffffff,0.00412,0.00687,0.0215,0.134,0.283,0.334,1.14,1.33,1.59,0.997,0.37,0.0172,low
873971b31ffffff,0.0054,0.00902,0.0283,0.176,0.37,0.437,1.49,1.73,2.07,1.3,0.484,0.0225,low
873971b32ffffff,0.00417,0.00696,0.0218,0.136,0.286,0.339,1.15,1.34,1.6,1.01,0.375,0.0174,low
873971b33ffffff,0.00491,0.00819,0.0257,0.159,0.336,0.396,1.34,1.56,1.85,1.17,0.438,0.0204,low
873971b34ffffff,0.00506,0.00845,0.0265,0.164,0.347,0.409,1.38,1.61,1.93,1.22,0.454,0.0211,low
873971b35ffffff,0.00582,0.00971,0.0304,0.189,0.399,0.469,1.59,1.85,2.21,1.4,0.521,0.0242,low
